x,y,Name,Genes
-0.15189958,5.2516003,Ammonia (HMDB00051),AOC2 AOC3 AMPD1 AMPD2 ASRGL1 AMPD3 UPB1 DAO GLUD1 GLUD2 GNPDA1 GNPDA2 HAL HMBS CPS1 CTH ADA CDA RHCG GLS2 GDA MAOB MAOA GMPR GMPS GLS PIG59 PNPO AID RHBG SDS CAD AMT QPCT CTPS2 CTPS BTD DCTD LOX PADI4 PADI3 RHAG PADI2 PADI1 GMPR2 F13A1 DDO FTCD TGM2 TGM1 TGM7 TGM6 TGM5 TGM4 TGM3 ABP1
3.2825592,-12.808794,Androstenedione (HMDB00053),SRD5A2 HSD3B1 CYP3A43 HSD3B2 CYP4B1 AKR1C3 AR CYP2C9 CYP2A7 CYP2A6 CYP2C8 CYP2S1 CYP11B2 LEP CYP11B1 CYP1A2 CYP1A1 CYP2E1 AKR1D1 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 CYP17A1 CYP4Z1 CYP4X1 CYP2B6 CYP2A13 HSD17B2 CYP2D6 HSD17B3 SRD5A1 CYP1B1 CYP2F1 CYP2J2
1.0534388,-20.801743,Bilirubin (HMDB00054),UGT1A10 UGT2B11 UGT2B10 ABCC2 UGT2A1 UGT2B15 UGT1A1 UGT2B28 UGT2B17 AFP SLCO1B1 ALB HMOX1 UGT1A6 UGT1A5 UGT2A3 UGT2B4 UGT1A4 UGT1A3 UGT1A9 BLVRB UGT1A8 BLVRA UGT1A7
-0.21532352,5.5016465,Beta-Alanine (HMDB00056),SLC6A6 ALDH3A2 ALDH7A1 ALDH1B1 ALDH2 ALDH1A3 GAD2 GAD1 ALDH9A1 ABAT CNDP1 UPB1
-0.2129414,5.402203,Cyclic AMP (HMDB00058),PDE6H PDE6G TRPV2 BATF MRGPRD ADM2 PTPN7 PDE7B GPHB5 PDE7A PLCD3 ATF2 ATF3 HCN4 TORC3 ATF1 PRUNE CRTC1 ADCY1 EPB42 ADCY5 ADCY4 AKAP8 AKAP7 ADCY3 AHR EPB49 PRKY PRKX ADCY2 AKAP5 ADCY9 ADCY8 ADCY7 AKAP2 ADCY6 CREB3L1 SLC9A3R2 GNAT3 NPVF CREB3L2 CREB3L3 LZTS1 PDE8B KCNH1 PDE8A PTGDR KCNH2 PDE10A2 CREBBP ABCA1 TMEM132A NONO PPBP SLC9A3R1 VASP PBX1 RPS27 CREB3 CREB1 PRKAR1B GDNF PPP1R1A PKIB PRKAR1A PKIA CNGB3 KCNA10 PKIG ATF7 CREB5 ATF4 CNGB1 ATF5 PDE9A KCNE3 PDE1C CALCA PLIN PDE1B PDE1A CREM RXFP1 RXFP2 RXFP3 RXFP4 STK11 PRKACG LIPE PRKAR2B PRKAR2A PDE2A PRKACB PRKACA MRGPRX2 GPBAR1 RAP2A PHOX2B FXYD1 NR5A1 MEIS1 SFPQ RAPGEF2 PDE3B PDE3A JDP2 RAPGEF3 RAPGEF6 RAPGEF4 BHLHB2 PDE11A ITPR1 RIC8B CROP RAP1A RAP1B HRH4 P2RY5 RHPN2 PDE4C CNGA2 SKIP CNGA3 PDE4B CNGA4 PDE4A KCNH3 ADIPOQ KCNH4 KCNH5 KCNH6 KCNH7 KCNH8 PDE4DIP MBD2 PDE4D FARP1 TSHR CORT PDE10A SLCO4C1 PDE5A HCN1 HCN3 HCN2 GPHA2 PTGER2 ASIP ABCC11 PDC SLC4A7 RPS6KA5 AKAP13 CYP17A1 SYNGAP1 ENPP1 EP300 PDE6D
-0.16452046,5.304982,A3P (HMDB00061),HS3ST3A1 HS3ST1 HS3ST3B1 CHST7 GAL3ST1 HS3ST5 HS3ST2 SULT2A1 SULT1A2 TPST2 SULT2B1 CHST12 SULT1E1 CHST13 GALNAC4S6ST TPST1 ENPP1 CHST11 ENPP3 BPNT1 CHST3 SULT1A3
1.5949757,7.6672454,L-Carnitine (HMDB00062),SLC22A5 SLC22A4 CPT1B CPT1A SLC22A16 SLC25A29 CPT2 BBOX1 SLC25A20 CROT CPT1C CRAT
3.258477,7.081519,Cortisol (HMDB00063),HSD11B2 POMC HSD3B1 CYP11B2 CYP21A2 HSD3B2 CYP11B1 P450-CYP21B NR3C2 NR3C1 HSD11B1
0.36398175,7.077991,Cholesterol (HMDB00067),ABCA1 CEL LCAT DHCR24 CYP46A1 CYP7A1 CH25H LIPA CYP27A1 SOAT2 APOA1 CYP11A1 SOAT1 DHCR7
2.6750584,-5.171697,Epinephrine (HMDB00068),PNMT MAOB MAOA PAH ADRB1 ADRB2 TAAR1 COMT ADRA2B ADRA1A ADRA2A
3.2657533,7.0950465,Dopamine (HMDB00073),CADPS2 AOC2 DDC AOC3 MAOB MAOA CADPS DBH SLC6A3 COMT DRD1IP DRD1 DRD2 DRD3 DRD4 DRD5 ABP1
0.9711667,5.1166687,CTP (HMDB00082),PCYT1A ENTPD1 ENTPD3 PCYT1B POLR3GL CAD PKLR ENTPD8 NME4 CTPS2 POLRMT NME6 CTPS NME1 NME2 POLR3A PFKM PFKL NME7 POLR1A POLR3D POLR1B POLR1C POLR1D POLR1E POLR3G POLR3H POLR3K PFKP CDS2 CDS1 RP11-163G10.1 CANT1 CMAS DKFZP686D10173 ZNRD1 POLR2A POLR2B PKM2
1.0464747,3.9590259,Cytidine (HMDB00089),AICDA APOBEC3H UCKL1 NT5C3 CUGBP2 NT5C2 NT5C1A UCK2 UCK1 NT5C1B NT5C ZNF638 NT5M AID GNE CDA
1.2902368,7.6358514,C5P (HMDB00095),ENTPD1 ENTPD3 ST8SIA1 ST6GAL1 ENTPD8 MGC26963 UCKL1 LOC129607 NT5C1A UCK2 UCK1 CHPT1 NT5C1B ST6GALNAC4 RP11-163G10.1 CANT1 CMAS NT5C3 NT5C2 TMEM23 NT5C ST3GAL5 NT5M ST3GAL6 CDIPT ST3GAL1 ST3GAL3 ST3GAL4
3.3489778,-12.908114,Choline (HMDB00097),PCYT1A BCHE PCYT1B CHKB CHKA SLC5A7 PHOSPHO1 CHDH ACHE SLC44A4 SLC44A2 SLC22A1 SLC44A3 ADH1C ADH1B SLC44A1 ADH1A PLD6 CHAT GDE1 PLD2 PLD1 PLD4 ADH7 PLD3 ADH5 CEPT1
3.4644253,-13.007237,Ethanol (HMDB00108),GABRA1 ADH1C ADH1B MPST ADH1A AKR1A1 ADH6 ADH7 ADH4 GRIN3A GLRA1 ADH5 GLRA2 ALDH1B1 ALDH2 ALDH3B2 ALDH3B1 CYP2E1
-0.08239023,5.7222786,Gamma-Aminobutyric acid (HMDB00112),GABRA3 GABRA2 GABRQ GABBR2 GABARAPL2 GABRP GABRA1 GABARAPL1 GABBR1 GABRA6 GAD2 GABRA5 GAD1 GABRA4 GABRG1 GABRG3 GABRG2 ALDH3A2 ALDH7A1 GATM ALDH1A3 ALDH9A1 ADC GABRB3 GABARAP GABRB2 GABRB1 ABAT GABRR2 GABRR1 ALDH1B1 ALDH2 GABRE GABRD EARS2
-0.13993928,5.2028847,Folic acid (HMDB00121),MTHFS FOLR4 SLC25A32 GNMT FOLR3 FOLR2 SLC19A1 DYR SLC19A2 FOLR1 DHFR FTCD
6.198612,5.6239185,D-Glucose (HMDB00122),G6PC MGAM GCKR AGL GAA G6PC2 GANC GCK LALBA GCS1 GLA LCT GPI B4GALT1 B4GALT2 GBA ADPGK TREH SLC2A1 HK1 GBA3 HK3 HK2 GANAB SI PGM1
2.1255472,-19.616312,Glycine (HMDB00123),GPR18 GLYATL2 GLYATL1 GSS GNMT BAAT GCAT DAO GATM SLC6A9 LAP3 GLRB SARDH AGXT2 GART GARS AGXT GLDC ALAS2 ALAS1 SHMT2 SHMT1 GLYAT SLC6A5 GLRA1 GCSH GLRA2 GLRA3 ANPEP PIPOX
1.2563949,3.4404304,Glutathione (HMDB00125),GSTM5 GPX1 GGT6 GSTM4 RALBP1 GSTM3 GSTK1 GPX3 GSTM2 GPX2 GSTM1 GSR GPX5 HAGHL GPX4 GSTO2 GPX7 GSTO1 GSS GPX6 GSTZ1 GSTA5 GSTA4 GSTA3 GSTA2 GSTA1 HAGH PTGES GLO1 GSTP1 MGST2 MGST3 TXNDC12 GSTT2 MGST1 GSTT1 LOC51064 LTC4S GGTLA1 GGTL3 PTGDS2 GGT1
3.0878422,7.384176,Glycerol 3-phosphate (HMDB00126),GK3P GK ESCO1 GDE1 GK2 GK5 PGS1 GPD1 GPAM GPD2 GPD1L DKFZP451P0819 DKFZP451B1115
1.1839529,7.555363,Glycerol (HMDB00131),GK3P CPT1B GYPB CPT1A GK ANXA3 ADH1C LPL AKR1B1 ADH1B ADH1A AKR1A1 GK2 ADH7 GK5 ADH5 LIPE GLB1 CPT2 GLA LCT MGLL
3.3244758,-12.858654,Formic acid (HMDB00142),CYP51A1 GCH1 CYP3A43 CYP4B1 CYP2C9 CYP2A7 CYP2A6 CYP2C8 MTHFD2 CYP2S1 MTHFD1 CYP1A2 CYP1A1 CYP2E1 ASPA ACY3 CYP3A4 CYP3A5 CYP2C19 CYP19A1 CYP3A7 PDF CYP4Z1 CYP4X1 CYP2B6 CYP2A13 AFMID CYP2D6 MTHFD1L CYP1B1 CYP2F1 CYP2J2
-13.95055,7.3034496,D-Galactose (HMDB00143),GALK1 MGAM GALNS GALC COLEC12 GLB1 AKR1B1 GAA GLA LCT GANC
1.9477924,-19.75868,Estrone (HMDB00145),UGT2A1 CYP3A43 CYP2C9 CYP2C8 ALB CYP1A2 CYP1A1 UGT1A10 HSD17B6 HSD17B7 CYP3A4 HSD17B8 CYP3A5 CYP3A7 SLCO1B1 STS CYP4X1 HSD17B1 HSD17B2 CYP2D6 UGT2A3 CYP1B1 UGT2B11 UGT2B10 UGT2B15 UGT1A1 UGT2B17 CYP4B1 ESR1 DHRS8 CYP2A7 CYP2A6 CYP2S1 UGT2B4 CYP2E1 SHBG SLC22A7 UGT2B28 HSD17B12 CYP2C19 CYP19A1 CYP4Z1 CYP2B6 SULT1E1 CYP2A13 UGT1A6 UGT1A5 UGT1A4 UGT1A3 ARSE UGT1A9 CYP2F1 UGT1A8 ARSD CYP2J2 UGT1A7
-0.20782466,5.441695,L-Glutamic acid (HMDB00148),AASS GFPT1 GSR GSS GPT2 GFPT2 ASNS GRIN1 GLUD1 ALDH4A1 GLUD2 GRIN3B FOLH1 PSAT1 ALDH18A1 ADC SLC1A1 TAT GMPS GRIK2 GPT GLS ABAT GGTLA1 DNPEP PIG59 GGT6 CAD AADAT GOT2 GOT1 GAD2 GAD1 CTPS2 CTPS SLC25A18 GCLC GGCX NAGS AGXT2 BCAT2 BCAT1 OAT EPRS NADSYN1 GRM1 FTCD OPLAH GRM4 GGTL3 GRIN2B FPGS GRM8 GRM7 PPAT GLUL GGT1 EARS2
2.1822119,-19.654785,Estradiol (HMDB00151),UGT2A1 CYP3A43 CYP2C9 CYP2C8 CYP1A2 CYP1A1 UGT1A10 NR1I2 HSD17B6 HSD17B7 CYP3A4 HSD17B8 CYP3A5 CYP3A7 CYP4X1 HSD17B1 HSD17B2 CYP2D6 UGT2A3 CYP1B1 UGT2B11 UGT2B10 UGT2B15 UGT1A1 UGT2B17 CYP4B1 ESR1 ESR2 DHRS8 CYP2A7 CYP2A6 CYP2S1 UGT2B4 CYP2E1 SHBG UGT2B28 HSD17B12 CYP2C19 CYP19A1 CYP4Z1 CYP2B6 CYP2A13 UGT1A6 UGT1A5 UGT1A4 UGT1A3 UGT1A9 CYP2F1 UGT1A8 CYP2J2 UGT1A7
4.4096403,-19.755201,Estriol (HMDB00153),UGT1A10 UGT2B11 UGT2B10 UGT2A1 UGT2B15 UGT1A1 UGT2B28 UGT2B17 HSD17B7 ESR1 HSD17B8 HSD17B1 HSD17B2 UGT1A6 UGT1A5 UGT2A3 UGT2B4 UGT1A4 UGT1A3 UGT1A9 UGT1A8 UGT1A7
-0.17100798,5.3460255,L-Tyrosine (HMDB00158),YARS TH TPO GOT2 GOT1 TAT PAH FGFR1 TTL YARS2 TYR EGFR
0.2930608,4.219471,L-Phenylalanine (HMDB00159),DDC GOT2 GOT1 TAT CCBL1 MPO LPO FARS2 EPX PRDX6 TH SLC7A8 PAH FARSLB FARSA FARSLA
2.0649679,-19.671682,L-Alanine (HMDB00161),PGLYRP4 AARS2 PGLYRP3 GPT2 AGXT2L2 SLC1A4 GPT NFS1 SLC7A8 KYNU SCLY AGXT2 PGLYRP2 PGLYRP1 SLC38A3 AARS AGXT
1.210768,3.9332306,L-Proline (HMDB00162),EGLN2 EGLN1 EGLN3 LEPRE1 PYCR1 PYCR2 LEPREL2 LEPREL1 SLC6A7 PPIA P4HA1 LAP3 P4HA2 P4HA3 PPIG PARS2 PPIF PH4 PPIH PPIB C14ORF149 PYCRL EPRS MLSN1 PRODH
1.2865679,4.607588,L-Asparagine (HMDB00168),DDOST NARS2 RPN1 DAD1 RPN2 NARS ASNS STT3B STT3A ASRGL1 SLC1A5 SLC38A3
-0.13334094,5.6866746,D-Mannose (HMDB00169),GYPB ALG3 HK1 HK3 HK2 GCK GNPTAB MAN1B1 MAN1C1 MAN1A2 GLA MAN2A1 MAN1A1
-0.17218831,5.0504827,Inosinic acid (HMDB00175),ENTPD1 ENTPD3 ENTPD4 ENTPD5 ENTPD8 AMPD1 AMPD2 AMPD3 NT5C1A IMPDH1 IMPDH2 NT5C1B ADSSL1 DKFZP761J1915 ITPA HPRT1 CANT1 GMPR2 PYGB GMPR PYGL PYGM NT5C3 NT5C2 ATIC NT5C NT5M ADSS
0.27690566,6.9997063,L-Lysine (HMDB00182),DOT1L MLL2 MLL3 AASS WHSC1 SETDB1 SETD7 EHMT1 EHMT2 PLOD3 PRDM2 PLOD2 MLL BTD FBXL10 FBXL11 PLOD1 KARS NSD1 WBP7 SETD2 EZH2 WHSC1L1
-0.027602227,4.958647,L-Serine (HMDB00187),SDS SHMT2 SHMT1 SARS SLC1A4 SPTLC1 SARS2 CBS SRR SPTLC2 SPTLC3 SERINC1 AGXT PSPH
1.137457,4.1947923,ITT (HMDB00189),ENTPD1 ENTPD3 PKLR ENTPD8 NME4 NME6 UCKL1 NME1 GCK NME2 PFKM UCK2 PFKL NME7 UCK1 SUCLA2 ITPA SUCLG2 SUCLG1 PFKP CANT1 HK3 HK2 PKM2 PCK1
1.1622182,4.3833666,L-Aspartic acid (HMDB00191),PAICS DARS CAD GOT2 ACY3 GOT1 GAD2 GAD1 ASNS ASRGL1 DARS2 GLUD1 ASS1 ASPH ADSSL1 ADSS SLC25A13 ASPA SLC25A12
1.2624252,4.0697055,Inosine (HMDB00195),NT5C1A NP NT5C1B NT5C ENT4 ADAT1 NT5M NT5C3 ADA NT5C2
0.2141879,4.31237,Oxoglutaric acid (HMDB00208),IDH1 AASS PHYH AADAT GOT2 IDH3G GOT1 BBOX1 IDH2 ADHFE1 GPT2 TMLHE GLUD1 GLUD2 P4HA1 PLOD1 P4HA2 PSAT1 P4HA3 ASPH SLC25A11 DLD L2HGDH AGXT2 BCAT2 BCAT1 OGDH OAT TAT PLOD3 PLOD2 GPT ABAT OGDHL HIF1AN PHGDH IDH3A IDH3B
3.3227103,7.0586014,A2G (HMDB00212),SPAM1 GALNS B3GALNT1 HYAL1 HYAL2 B3GNT7 SLC35D1 C1GALT1 B4GALNT2 B4GALNT4 B4GALNT3 GALK2
3.030873,-19.18073,Ornithine (HMDB00214),OAT SLC25A2 ARG1 ARG2 ODC1 ACY1 OAZ1 OAZ2 OAZ3 AZIN1 SLC7A6 GATM ALDH18A1 OTC SLC25A15
-14.455348,7.873712,N-Acetyl-D-glucosamine (HMDB00215),B4GALT3 B4GALT4 B4GALT1 CHIA B4GALT2 HEXA HEXB LYZL1 LYZL2 RENBP NAGPA LYZ POMGNT1 LYZL6 CHIT1 NAGK NAGLU SPACA5 GNE
1.1576042,7.5491314,Norepinephrine (HMDB00216),SYT5 PNMT GK MAOB MAOA DBH ADRB1 ADRB2 ADRB3 SLC6A2 ADRA2C ADRA1B COMT ADRA2B ADRA1A ADRA2A PAH NET
-0.17818138,5.280967,NAP (HMDB00217),MECR G6PD GSR HSD3B1 HSD3B2 DHDH NR1 CYP39A1 ALDH4A1 CYP2C9 CYP2C8 CYP24A1 MTHFD2 MTHFD1 CYP1A2 GAPDHS CYP1A1 DHCR7 ALDH1L2 ALDH1L1 AKR1D1 RETSAT ADH1C ADH1B ADH1A HSD17B7 HSD17B8 CYP4X1 HSD17B1 GMDS HSD17B2 CYP2D6 MTHFD1L HSD17B3 CYP1B1 FDFT1 AASDHPPT IDH1 CYP4F2 IDH2 CYP4F3 MTHFR KCNAB2 KMO PGD DHFR CYP27A1 QDPR ALDH3A2 ALDH7A1 CYP2A7 POR CYP2A6 CYP2S1 FASN ALDH3A1 ALDH12 NOX1 BLVRB BLVRA TSTA3 MTRR PECR CYP46A1 FVT1 CYP2C19 ART4 CYP19A1 TM7SF2 ADH7 ART5 ADH5 ART3 CYP27B1 ART1 CYP2B6 CYP2R1 ALDH3B2 MLSTD2 ALDH3B1 FDXR MLSTD1 TXNDC2 DYR DECR1 DECR2 CYP2J2 AASS TXNRD3 TXNRD2 CYP3A43 CYP4A11 TXNRD1 PYCR1 PYCR2 SIRT6 AKR1A1 CYP7B1 DHCR24 GRHPR GLUD1 GLUD2 BST1 DPYD RDH5 ALDH18A1 H6PD GMPR CYP3A4 CYP7A1 CYP3A5 CYP3A7 HSD11B2 NNT LTB4DH SPR AFMID RDH10 ME2 ME1 DKFZP686B0215 CD38 ME3 NADK HSD11B1 NQO1 CBR3 CBR1 NOS3 CYP51A1 AKR1C2 DCXR AKR1C1 FMO1 CYP4B1 AKR1C4 FMO2 AKR1C3 FMO3 FMO4 FMO5 CYP8B1 FMO6 SC4MOL DHRS4 NOS2A DHRS9 CAT ALDH1A3 CYP21A2 ZADH1 ALDH9A1 CYP2E1 GAPDH GMPR2 AKR1B1 CYP4A22 RDH8 HMGCR NUDT7 CRYZ CYP17A1 CYP4Z1 NSDHL ALDH1B1 ALDH2 CYP2A13 NOS1 SC5DL CYP2F1
3.67428,6.79173,Palmitic acid (HMDB00220),ACOT8 ACSL3 ACSL1 ACSL6 ACSL5 ACSL4 THEDC1 BAAT FASN PPT2 PPT1 ACOT2 ACOT7 ACOT4
-0.1176158,5.1895604,NADPH (HMDB00221),MECR G6PD GSR HSD3B1 HSD3B2 DHDH CYP39A1 ALDH4A1 CYP2C9 CYP2C8 CYP24A1 MTHFD1 CYP1A2 GAPDHS CYP1A1 NCF1 DHCR7 CDO1 ZNF554 ALDH1L2 ALDH1L1 AKR1D1 ADH1C ADH1B ADH1A NCF1C HSD17B7 GLRX HSD17B8 CYP4X1 IYD HSD17B1 HSD17B2 CYP2D6 MTHFD1L HSD17B3 CYP1B1 FDFT1 AASDHPPT IDH1 CYP4F2 IDH2 CYP4F3 MTHFR CYBB CYBA KMO PGD DHFR CYP27A1 QDPR ALDH3A2 ALDH7A1 CYP2A7 POR CYP2A6 CYP2S1 FASN NOXA1 NOX4 NOX5 BLVRB BLVRA NOX3 TSTA3 MTRR NCF2 NCF4 PECR CYP46A1 FVT1 CYP2C19 CYP19A1 TM7SF2 CYP2C18 ADH7 ADH5 CYP27B1 CYP2B6 CYP2R1 ALDH3B2 MLSTD2 ALDH3B1 FDXR MLSTD1 HMOX1 DYR DECR1 DECR2 CYP2J2 AASS TXNRD3 TXNRD2 CYP3A43 CYP4A11 TXNRD1 PYCR1 PYCR2 AKR1A1 CYP7B1 DHCR24 GRHPR GLUD1 GLUD2 DPYD ALDH18A1 H6PD GMPR CYP3A4 CYP7A1 CYP3A5 CYP3A7 DUOX1 HSD11B2 DUOX2 NNT LTB4DH SPR RDH12 RDH11 RDH10 HTATIP2 ME2 ME1 DKFZP686B0215 RDH14 ME3 HSD11B1 NQO1 CBR3 CBR1 NOS3 CYP51A1 AKR1C2 DCXR AKR1C1 FMO1 CYP4B1 AKR1C4 FMO2 AKR1C3 FMO3 FMO4 FMO5 CYP8B1 DHRS3 FMO6 SC4MOL DHRS4 NOS2A DHRS9 ALDH1A3 CYP21A2 ZADH1 ALDH9A1 CYP2E1 GAPDH GMPR2 AKR1B1 CYP4A22 RDH8 HMGCR NUDT7 CRYZ CYP17A1 CYP4Z1 NSDHL ALDH1B1 ALDH2 CYP2A13 NOS1 RAC2 SC5DL CYP2F1
1.2168131,3.8665671,NMN (HMDB00229),NMNAT3 NT5C3 NT5C2 NUDT12 NT5C1A NMNAT2 NMNAT1 ENPP1 NT5C1B NT5C ENPP3 NT5M PBEF1
2.1615398,-19.594366,Testosterone (HMDB00234),SRD5A3 UGT2A1 SRD5A2 HSD3B1 CYP3A43 HSD3B2 CYP2C9 CYP2C8 GSTA3 ALB CYP1A2 CYP1A1 UGT1A10 AKR1D1 MAOA HSD17B6 CYP3A4 HSD17B8 CYP3A5 CYP3A7 CYP4X1 HSD17B2 CYP2D6 HSD17B3 UGT2A3 CYP1B1 UGT2B11 UGT2B10 UGT2B15 UGT1A1 UGT2B17 CYP4B1 AKR1C3 AR DHRS8 CYP2A7 CYP2A6 CYP2S1 UGT2B4 CYP2E1 SHBG UGT2B28 CYP2C19 CYP19A1 CYP4Z1 CYP2B6 SULT1E1 CYP2A13 CYP11A1 NPPB UGT1A6 UGT1A5 SRD5A1 UGT1A4 UGT1A3 UGT1A9 CYP2F1 UGT1A8 CYP2J2 UGT1A7
-0.046905264,4.9767585,Pyruvic acid (HMDB00243),SDS SLC16A1 PDHA2 SLC16A2 PDHA1 PKLR GPT2 MPST PISD DAO PC ILVBL CTH DLD AGXT2 LDHAL6A LDHAL6B AGXT ADCY1 AMD1 HDC NPL PDHB ADCY5 ADCY4 ADCY3 ADCY2 GPT ADCY9 ADCY8 ABAT ADCY7 ADCY6 LDHD LDHC LDHB SLC16A7 ME2 ME1 SLC16A8 DLAT PKM2 ME3 SLC16A3 SLC16A4 SLC16A5 SLC16A6
0.14863795,6.8306794,Riboflavin (HMDB00244),MAOA RFT1 RFK MTHFR ACP5 PYGL ACP6 ACPT ACP1 RFT1SV BLVRB ACPP
